Date,Ambulance Trust,Count of Handovers Over 15 Minutes,Handover Compliance,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
13-Jun-21,SECAmb,442,79.98%,45.15%,33,3.37%,2,0.20%,0,0.00%,45.84,5.85,0.71,82.38,15.73,22.85,256.64,0.05
13-Jun-21,SWAS,503,100.00%,34.50%,181,12.41%,76,5.21%,37,2.54%,188.53,111.56,53.13,242.4,18.39,40.71,446.8,0.13
13-Jun-21,WMAS,851,90.86%,50.96%,174,10.42%,29,1.74%,11,0.66%,150.02,50.78,14.62,175.68,18.37,30.04,511.17,0.09
13-Jun-21,YAS,396,78.42%,41.60%,126,13.24%,41,4.31%,12,1.26%,103.63,49.08,15.42,123.08,17.5,37.87,277.66,0.11
14-Jun-21,EEAST,865,90.37%,64.03%,285,21.10%,120,8.88%,66,4.89%,316.31,193.07,101.91,307.22,27.65,56.82,622.62,0.23
14-Jun-21,EMAS,830,100.00%,62.69%,255,19.26%,82,6.19%,45,3.40%,498.98,189.58,77.73,277,24.71,45.3,545.27,0.38
14-Jun-21,IOW,3,100.00%,7.50%,0,0.00%,0,0.00%,0,0.00%,0.31,0,0,25.45,10.24,14.38,6.83,0.01
14-Jun-21,LAS,"1,118",90.47%,65.04%,318,18.50%,58,3.37%,58,3.37%,263.54,101.27,33.1,219.58,22.58,38.4,646.94,0.15
14-Jun-21,NEAS,298,84.55%,53.41%,45,8.06%,8,1.43%,1,0.18%,45.33,22.55,8.35,128.7,17.87,53.4,166.18,0.08
14-Jun-21,NWAS,823,77.28%,59.17%,229,16.46%,51,3.67%,22,1.58%,196.99,82.5,29.57,227.5,21.68,41.08,502.73,0.14
14-Jun-21,SCAS,392,89.63%,45.79%,107,12.50%,27,3.15%,15,1.75%,95.55,47.01,17.61,149.1,19.27,33.68,274.98,0.11
14-Jun-21,SECAmb,730,92.00%,59.30%,147,11.94%,22,1.79%,8,0.65%,129.76,41.77,9.49,148.15,19.8,33.54,406.23,0.11
14-Jun-21,SWAS,660,100.00%,43.31%,306,20.08%,124,8.14%,81,5.31%,332.78,221.27,126.04,285.5,24.26,58.43,616.11,0.22
14-Jun-21,WMAS,"1,173",90.96%,61.06%,471,24.52%,215,11.19%,113,5.88%,496.31,309.2,156.26,257.65,28.94,60.29,926.53,0.26
14-Jun-21,YAS,451,76.72%,45.93%,222,22.61%,58,5.91%,20,2.04%,169.77,91.61,31.39,181.03,21.33,42.09,349.03,0.17
15-Jun-21,EEAST,932,89.05%,69.87%,375,28.11%,150,11.24%,82,6.15%,389.22,242.63,124.84,307.67,31.26,65.09,694.99,0.29
15-Jun-21,EMAS,852,100.00%,63.58%,221,16.49%,36,2.69%,13,0.97%,459.32,134.43,30.12,368.95,21.65,36.35,483.48,0.34
15-Jun-21,IOW,4,100.00%,9.30%,0,0.00%,0,0.00%,0,0.00%,0.22,0,0,22.35,11.11,14.3,7.96,0.01
15-Jun-21,LAS,"1,156",88.06%,66.98%,370,21.44%,56,3.24%,56,3.24%,288.52,112.68,32.54,213.02,23.64,42,680.03,0.17
15-Jun-21,NEAS,265,77.65%,54.08%,53,10.82%,5,1.02%,2,0.41%,45.22,26.83,5.92,103.22,18.46,53.6,150.73,0.09
15-Jun-21,NWAS,747,78.30%,54.49%,167,12.18%,35,2.55%,10,0.73%,148.4,50.46,16.31,160.8,19.53,36.21,446.34,0.11
15-Jun-21,SCAS,346,83.57%,45.05%,102,13.28%,40,5.21%,16,2.08%,102.55,58.55,26.36,260.9,20.52,36.24,262.63,0.13
15-Jun-21,SECAmb,606,93.03%,51.01%,126,10.61%,18,1.52%,5,0.42%,104.89,34.48,7.9,134.58,18.44,30.21,365.18,0.09
15-Jun-21,SWAS,686,100.00%,44.46%,285,18.47%,105,6.80%,57,3.69%,296.17,185.8,100.8,259.12,22.82,53.74,586.82,0.19
15-Jun-21,WMAS,949,90.70%,55.27%,263,15.32%,58,3.38%,24,1.40%,231.94,101.6,30.75,214.35,21.26,38.6,608.48,0.14
15-Jun-21,YAS,469,77.96%,48.20%,180,18.50%,53,5.45%,16,1.64%,142.07,68.89,21.5,164.68,19.94,43.96,323.29,0.15
16-Jun-21,EEAST,903,91.89%,63.77%,267,18.86%,61,4.31%,24,1.69%,237.28,108.82,44.15,225.47,23.73,45.48,560,0.17
16-Jun-21,EMAS,811,100.00%,60.93%,234,17.58%,61,4.58%,34,2.55%,480.82,165.48,51.55,171.75,22.69,44.33,503.37,0.36
16-Jun-21,IOW,12,95.24%,30.00%,2,5.00%,0,0.00%,0,0.00%,1.58,0.47,0,55.3,13.92,21.82,9.28,0.04
16-Jun-21,LAS,"1,128",90.87%,62.25%,257,14.18%,26,1.43%,26,1.43%,209.42,57.24,12.96,154.9,20.18,31.21,609.5,0.12
16-Jun-21,NEAS,269,76.85%,54.02%,37,7.43%,6,1.20%,2,0.40%,37.25,18.94,7.28,116.77,17.41,51.51,144.5,0.07
16-Jun-21,NWAS,691,75.87%,52.59%,139,10.58%,10,0.76%,1,0.08%,110.83,27.14,3.25,134.4,17.91,29.53,392.17,0.08
16-Jun-21,SCAS,351,87.02%,43.28%,84,10.36%,22,2.71%,6,0.74%,74.24,31.9,8.16,112.62,18.2,31.1,246.05,0.09
16-Jun-21,SECAmb,654,91.96%,54.96%,117,9.83%,21,1.76%,5,0.42%,108.33,32.71,7.5,132.45,18.7,32.11,370.97,0.09
16-Jun-21,SWAS,618,100.00%,39.59%,246,15.76%,81,5.19%,38,2.43%,230.27,133.87,66.69,299.13,19.87,44.33,517.04,0.15
16-Jun-21,WMAS,876,83.21%,55.06%,257,16.15%,67,4.21%,27,1.70%,218.44,98.98,35.58,158.93,21.36,39.5,566.3,0.14
16-Jun-21,YAS,461,70.49%,51.34%,228,25.39%,89,9.91%,46,5.12%,215.26,132.75,56.66,184.83,25.86,55.56,387.01,0.24
17-Jun-21,EEAST,937,91.94%,63.70%,228,15.50%,46,3.13%,21,1.43%,196.66,75.91,25.33,194.7,21.61,38.66,529.87,0.13
17-Jun-21,EMAS,837,100.00%,62.18%,266,19.76%,62,4.61%,22,1.63%,494,167.34,44.06,187.38,23.12,41.14,518.6,0.37
17-Jun-21,IOW,4,96.00%,8.33%,0,0.00%,0,0.00%,0,0.00%,0.2,0,0,20.82,10.16,13.73,8.13,0
17-Jun-21,LAS,"1,161",90.66%,64.64%,308,17.15%,34,1.89%,34,1.89%,250.07,85.26,29.73,257.38,21.75,33.71,650.92,0.14
17-Jun-21,NEAS,283,78.49%,56.60%,64,12.80%,10,2.00%,2,0.40%,52.43,32.78,11.38,111.38,19.54,54.57,162.85,0.1
17-Jun-21,NWAS,735,77.62%,53.65%,140,10.22%,11,0.80%,1,0.07%,115.61,24.81,2.42,99.93,18.07,30.47,412.5,0.08
17-Jun-21,SCAS,422,85.54%,47.58%,132,14.88%,75,8.46%,34,3.83%,146.7,91.07,44.31,177.68,22.53,45.19,333.06,0.17
17-Jun-21,SECAmb,790,91.20%,59.58%,175,13.20%,31,2.34%,15,1.13%,155.18,54.82,16.28,150.37,20.56,36.45,454.39,0.12
17-Jun-21,SWAS,614,100.00%,40.85%,263,17.50%,123,8.18%,74,4.92%,296.21,198.49,110.68,265.67,23.05,53.65,577.41,0.2
17-Jun-21,WMAS,934,90.73%,53.04%,255,14.48%,88,5.00%,36,2.04%,247.55,123.05,48.44,196.3,21.52,41.26,631.64,0.14
17-Jun-21,YAS,422,75.27%,43.87%,174,18.09%,34,3.53%,14,1.46%,128.04,59.93,19.25,179.67,18.86,40.64,302.45,0.13
18-Jun-21,EEAST,861,93.38%,61.68%,209,14.97%,69,4.94%,43,3.08%,222.66,110.57,53.16,209.62,23.21,43.58,540.08,0.16
18-Jun-21,EMAS,831,100.00%,63.73%,183,14.03%,18,1.38%,3,0.23%,417.77,91.43,9.28,124.18,20.18,32.14,438.57,0.32
18-Jun-21,IOW,9,95.65%,20.45%,2,4.55%,1,2.27%,1,2.27%,4.35,3,2.48,208.82,16.83,24.05,12.34,0.1
18-Jun-21,LAS,"1,098",89.35%,66.10%,281,16.92%,19,1.14%,19,1.14%,207.18,55.04,5.53,137.88,21.04,34.04,582.42,0.12
18-Jun-21,NEAS,302,80.30%,62.27%,55,11.34%,6,1.24%,3,0.62%,50.1,27.99,7.56,117.28,19.29,54.7,155.94,0.1
18-Jun-21,NWAS,707,76.03%,54.89%,138,10.71%,20,1.55%,3,0.23%,120.61,33.37,6.58,125.43,18.63,31.85,399.87,0.09
18-Jun-21,SCAS,305,86.41%,37.47%,71,8.72%,26,3.19%,4,0.49%,65.21,27.53,6.23,126.12,16.99,30.43,230.48,0.08
18-Jun-21,SECAmb,639,91.81%,54.80%,111,9.52%,11,0.94%,3,0.26%,99.51,26.2,3.32,109.85,18.39,29.66,357.44,0.09
18-Jun-21,SWAS,554,100.00%,38.00%,204,13.99%,85,5.83%,49,3.36%,213.86,132.77,70.12,235.42,19.58,41.32,475.83,0.15
18-Jun-21,WMAS,835,91.11%,48.21%,170,9.82%,46,2.66%,15,0.87%,161,61.83,18.82,162.57,18.37,31.89,530.37,0.09
18-Jun-21,YAS,370,78.53%,38.91%,127,13.35%,14,1.47%,2,0.21%,85.78,29.88,3.2,98.22,16.19,32.09,256.58,0.09
19-Jun-21,EEAST,918,94.02%,64.20%,227,15.87%,67,4.69%,35,2.45%,225.1,99.21,39.35,192.72,23.13,42.68,551.24,0.16
19-Jun-21,EMAS,856,100.00%,64.56%,236,17.80%,43,3.24%,8,0.60%,490.86,139.33,26.15,149.2,21.95,39.31,485.01,0.37
19-Jun-21,IOW,4,97.92%,8.51%,0,0.00%,0,0.00%,0,0.00%,0.17,0,0,21.58,10.18,14.03,7.97,0
19-Jun-21,LAS,"1,040",89.62%,61.18%,210,12.35%,7,0.41%,7,0.41%,166.11,30.2,3.94,189.5,19.2,28.28,544.02,0.1
19-Jun-21,NEAS,303,81.00%,58.72%,80,15.50%,7,1.36%,2,0.39%,55.74,36.4,7.72,127.93,19.79,56.91,170.2,0.11
19-Jun-21,NWAS,764,80.70%,52.36%,180,12.34%,34,2.33%,7,0.48%,152.68,52.82,10.21,122.78,19.19,34.18,466.57,0.1
19-Jun-21,SCAS,315,90.50%,37.15%,55,6.49%,21,2.48%,10,1.18%,62.86,28.79,12.2,166.12,16.7,29.14,235.97,0.07
19-Jun-21,SECAmb,544,92.88%,46.86%,75,6.46%,3,0.26%,0,0.00%,68.49,9.54,0.51,77.72,16.36,25.61,316.65,0.06
19-Jun-21,SWAS,634,100.00%,42.15%,240,15.96%,111,7.38%,58,3.86%,267.71,171.91,88.79,254.47,21.85,50.56,547.74,0.18
19-Jun-21,WMAS,890,90.15%,51.47%,214,12.38%,71,4.11%,42,2.43%,217.86,107.93,48.88,202.57,20.71,37.27,596.8,0.13
19-Jun-21,YAS,401,77.72%,42.57%,118,12.53%,8,0.85%,1,0.11%,79.39,22.11,1.56,91.5,16.1,30.27,252.82,0.08
20-Jun-21,EEAST,841,92.26%,59.82%,199,14.15%,53,3.77%,16,1.14%,181.87,72.88,22.54,265,21.19,37.34,496.51,0.13
20-Jun-21,EMAS,741,100.00%,58.39%,155,12.21%,21,1.65%,9,0.71%,406.22,88.3,14.57,146.95,19.77,31.74,418.18,0.32
20-Jun-21,IOW,5,97.14%,14.71%,2,5.88%,0,0.00%,0,0.00%,1.08,0.48,0,56.52,13.13,16.77,7.44,0.03
20-Jun-21,LAS,966,90.83%,58.37%,182,11.00%,4,0.24%,4,0.24%,145.98,20.33,0.6,77.55,18.43,27.5,508.28,0.09
20-Jun-21,NEAS,278,83.97%,53.05%,33,6.30%,5,0.95%,3,0.57%,38.02,17.95,7.01,134.73,17.47,52.43,152.57,0.07
20-Jun-21,NWAS,692,77.58%,52.23%,131,9.89%,17,1.28%,5,0.38%,117.53,32.07,7.02,131.08,18.32,31.72,404.48,0.09
20-Jun-21,SCAS,312,90.95%,41.38%,66,8.75%,19,2.52%,6,0.80%,62.86,27.26,7.98,135.37,17.24,30.44,216.66,0.08
20-Jun-21,SECAmb,524,93.66%,44.33%,72,6.09%,6,0.51%,1,0.08%,67.65,15.02,1.15,92.4,16.21,25.13,319.35,0.06
20-Jun-21,SWAS,596,100.00%,41.88%,252,17.71%,121,8.50%,61,4.29%,266.29,171.09,86.48,211.2,22.35,51.34,530.14,0.19
20-Jun-21,WMAS,849,91.05%,50.90%,188,11.27%,55,3.30%,13,0.78%,173.79,71.34,22.22,196.62,19.32,34.33,537.15,0.1
20-Jun-21,YAS,359,77.53%,37.43%,129,13.45%,40,4.17%,16,1.67%,116.08,59.15,22.55,202.83,17.84,35.87,285.14,0.12
21-Jun-21,EEAST,935,89.70%,64.66%,349,24.14%,142,9.82%,81,5.60%,366.68,223.42,112.32,254.13,28.95,59.97,697.77,0.25
21-Jun-21,EMAS,884,100.00%,64.81%,299,21.92%,101,7.40%,48,3.52%,592.15,250.21,105.5,295.95,26.24,50.93,596.58,0.43
21-Jun-21,IOW,20,96.15%,40.00%,7,14.00%,1,2.00%,0,0.00%,4.84,1.5,0.22,72.93,17.26,31.03,14.38,0.1
21-Jun-21,LAS,"1,131",90.44%,63.90%,350,19.77%,70,3.95%,70,3.95%,287.05,114.63,37.22,169.05,23.12,39.56,682.1,0.16
21-Jun-21,NEAS,295,74.66%,60.33%,72,14.72%,27,5.52%,6,1.23%,72.4,51.38,31.07,160.1,22.19,65.45,180.89,0.15
21-Jun-21,NWAS,827,80.22%,57.75%,240,16.76%,64,4.47%,35,2.44%,219.12,101.3,43.6,201.55,22.32,43.7,532.78,0.15
21-Jun-21,SCAS,380,88.25%,44.76%,135,15.90%,65,7.66%,33,3.89%,141.21,87.58,42.3,180.97,22.54,42.23,318.92,0.17
21-Jun-21,SECAmb,635,93.46%,49.92%,146,11.48%,37,2.91%,15,1.18%,130.91,52.19,16,133.93,19.19,34.78,406.79,0.1
21-Jun-21,SWAS,651,100.00%,44.93%,307,21.19%,147,10.14%,91,6.28%,368.22,256.92,152.24,310.93,26.66,64.94,643.9,0.25
21-Jun-21,WMAS,"1,025",89.07%,57.98%,435,24.60%,185,10.46%,116,6.56%,481.21,316.35,176.22,341.55,29.54,69.5,870.56,0.27
21-Jun-21,YAS,423,77.79%,43.61%,150,15.46%,48,4.95%,24,2.47%,135.18,70.97,28.96,163.7,19.2,41.9,310.39,0.14
22-Jun-21,EEAST,943,92.62%,68.98%,284,20.78%,89,6.51%,47,3.44%,281.25,148.09,69.42,264.9,26.16,50.69,595.99,0.21
22-Jun-21,EMAS,832,100.00%,65.00%,293,22.89%,111,8.67%,58,4.53%,542.37,234.55,98.46,264.45,26.74,51.85,570.5,0.42
22-Jun-21,IOW,7,95.65%,15.91%,1,2.27%,0,0.00%,0,0.00%,0.75,0.17,0,39.9,11.66,17.38,8.55,0.02
22-Jun-21,LAS,"1,124",89.96%,63.00%,249,13.96%,27,1.51%,27,1.51%,210.45,58.42,9.6,166.75,20.46,33.71,608.45,0.12
22-Jun-21,NEAS,245,71.26%,57.78%,52,12.26%,7,1.65%,4,0.94%,43.44,27.42,8.84,111.95,19.37,54.42,136.89,0.1
22-Jun-21,NWAS,799,82.64%,56.15%,209,14.69%,46,3.23%,14,0.98%,176.56,66.24,19.99,143.78,20.5,36.39,486.08,0.12
22-Jun-21,SCAS,329,87.63%,38.71%,76,8.94%,47,5.53%,24,2.82%,99.54,57.86,30.94,149.08,19.33,35.85,273.8,0.12
22-Jun-21,SECAmb,601,92.48%,48.86%,125,10.16%,11,0.89%,0,0.00%,96.23,23.34,1.25,76.92,17.76,30.2,364.07,0.08
22-Jun-21,SWAS,627,100.00%,44.37%,294,20.81%,138,9.77%,82,5.80%,326.86,221.19,119.14,291.83,25.27,59.3,595.19,0.23
22-Jun-21,WMAS,"1,064",89.69%,59.98%,387,21.82%,147,8.29%,60,3.38%,358.94,196.08,77.6,231.1,25.57,49.81,755.99,0.2
22-Jun-21,YAS,376,74.81%,42.49%,139,15.71%,41,4.63%,15,1.69%,119.13,60.16,21.33,171.45,18.84,40.11,277.86,0.13
23-Jun-21,EEAST,885,93.02%,62.06%,258,18.09%,68,4.77%,23,1.61%,216.66,92.8,29.84,151.27,22.64,40.36,537.96,0.15
23-Jun-21,EMAS,798,100.00%,60.59%,260,19.74%,72,5.47%,39,2.96%,505.36,199.99,85.04,331.13,24.89,50.48,546.26,0.38
23-Jun-21,IOW,2,97.56%,5.00%,0,0.00%,0,0.00%,0,0.00%,0.11,0,0,18.63,10.57,12.92,7.04,0
23-Jun-21,LAS,"1,087",88.96%,63.60%,273,15.97%,13,0.76%,13,0.76%,197.49,43.94,3.02,95.05,20.26,31.05,577.13,0.12
23-Jun-21,NEAS,265,81.31%,54.87%,70,14.49%,15,3.11%,8,1.66%,58.23,40.49,19.1,138.58,20.46,58.96,164.71,0.12
23-Jun-21,NWAS,801,77.79%,60.18%,228,17.13%,61,4.58%,17,1.28%,198.8,82.56,25.88,178.2,22.15,42.03,491.32,0.15
23-Jun-21,SCAS,333,88.94%,41.83%,86,10.80%,15,1.88%,1,0.13%,63.43,22.87,3.19,122.85,17.28,32.23,229.28,0.08
23-Jun-21,SECAmb,617,91.67%,53.93%,119,10.40%,21,1.84%,9,0.79%,109.89,40.41,14.31,274.63,18.96,32.61,361.45,0.1
23-Jun-21,SWAS,672,100.00%,45.50%,303,20.51%,132,8.94%,82,5.55%,325.18,213.97,118.09,259.82,24.53,60.09,603.83,0.22
23-Jun-21,WMAS,916,89.78%,54.62%,274,16.34%,125,7.45%,50,2.98%,277.66,152.63,62.42,229,23.04,43.9,643.84,0.17
23-Jun-21,YAS,422,75.57%,44.14%,166,17.36%,33,3.45%,11,1.15%,122.12,56.28,13.78,129.35,18.41,37.29,293.39,0.13
24-Jun-21,EEAST,918,92.11%,64.97%,260,18.40%,45,3.18%,11,0.78%,198.98,73.84,14.58,148.73,22.08,39.49,519.89,0.14
24-Jun-21,EMAS,854,100.00%,65.69%,245,18.85%,39,3.00%,11,0.85%,473.94,133.04,23.87,354.63,22.47,39.22,486.75,0.36
24-Jun-21,IOW,9,92.16%,19.15%,0,0.00%,0,0.00%,0,0.00%,0.35,0,0,20.58,12.12,16.5,9.49,0.01
24-Jun-21,LAS,"1,062",90.31%,60.27%,236,13.39%,22,1.25%,22,1.25%,195.85,53.36,8.01,189.73,19.89,32.04,584.13,0.11
24-Jun-21,NEAS,272,77.42%,55.85%,52,10.68%,8,1.64%,0,0.00%,46.37,26.43,7.2,78.62,18.55,53.3,150.59,0.1
24-Jun-21,NWAS,766,76.13%,56.24%,217,15.93%,52,3.82%,28,2.06%,190.29,84.63,32.52,177.55,21.42,40.82,486.21,0.14
24-Jun-21,SCAS,372,87.63%,43.41%,89,10.39%,32,3.73%,11,1.28%,86.32,40.65,14.37,153.82,18.54,34.45,264.86,0.1
24-Jun-21,SECAmb,660,92.63%,56.46%,121,10.35%,26,2.22%,4,0.34%,115.87,37.2,8.25,133.17,19.18,32.32,373.65,0.1
24-Jun-21,SWAS,706,100.00%,48.89%,343,23.75%,153,10.60%,91,6.30%,388.13,267.35,153.73,399.87,27.68,70.03,666.16,0.27
24-Jun-21,WMAS,"1,012",89.97%,58.46%,361,20.85%,139,8.03%,72,4.16%,347.63,196.26,90.49,196.58,25.41,52.35,733.14,0.2
24-Jun-21,YAS,419,76.26%,43.33%,127,13.13%,14,1.45%,1,0.10%,90.33,27.35,2.64,96.4,16.45,32.24,265.12,0.09
25-Jun-21,EEAST,806,91.11%,60.01%,216,16.08%,65,4.84%,35,2.61%,235.56,127.5,69.08,265.07,24.1,46.02,539.38,0.18
25-Jun-21,EMAS,798,100.00%,64.35%,241,19.44%,63,5.08%,43,3.47%,510.66,191.05,74.43,232.23,25.17,52.51,520.11,0.41
25-Jun-21,IOW,4,97.67%,9.52%,1,2.38%,0,0.00%,0,0.00%,0.86,0.3,0,48.25,11.67,14.65,8.17,0.02
25-Jun-21,LAS,"1,094",89.52%,63.09%,273,15.74%,26,1.50%,26,1.50%,209.35,57.45,10.01,157.3,20.63,32.16,596.24,0.12
25-Jun-21,NEAS,253,78.37%,52.49%,46,9.54%,6,1.24%,2,0.41%,43.82,25.98,9.05,178.27,18.45,53.53,148.18,0.09
25-Jun-21,NWAS,724,78.85%,55.65%,179,13.76%,21,1.61%,4,0.31%,138.06,43.28,6.09,117.98,19.51,35.18,423.06,0.11
25-Jun-21,SCAS,406,86.68%,47.26%,128,14.90%,47,5.47%,24,2.79%,129.62,75.03,34.61,230.77,21.74,38.82,311.24,0.15
25-Jun-21,SECAmb,638,90.99%,53.98%,162,13.71%,36,3.05%,16,1.35%,134.9,53.34,19.16,164.08,20.22,34.45,398.42,0.11
25-Jun-21,SWAS,639,100.00%,44.28%,287,19.89%,153,10.60%,107,7.42%,428.98,322.81,218.02,427.02,29.28,72.23,704.11,0.3
25-Jun-21,WMAS,932,88.71%,53.69%,307,17.68%,118,6.80%,67,3.86%,313.36,180.91,88.47,254.22,23.96,48.85,693.23,0.18
25-Jun-21,YAS,427,77.66%,44.99%,170,17.91%,49,5.16%,16,1.69%,137.91,70.38,21.75,185.43,19.83,40.41,313.64,0.15
26-Jun-21,EEAST,859,94.66%,62.16%,175,12.66%,26,1.88%,4,0.29%,148.04,43.46,7.99,155.32,20,32.87,460.65,0.11
26-Jun-21,EMAS,713,100.00%,58.63%,154,12.66%,9,0.74%,3,0.25%,375.07,82.75,9.44,277.18,19.58,31.46,396.8,0.31
26-Jun-21,IOW,10,96.08%,20.41%,3,6.12%,1,2.04%,1,2.04%,3.6,2.55,1.81,168.55,16.04,18.15,13.1,0.07
26-Jun-21,LAS,975,85.01%,61.87%,269,17.07%,13,0.82%,13,0.82%,183.48,42.73,4.32,111.43,20.34,31.16,534.16,0.12
26-Jun-21,NEAS,271,82.22%,53.77%,63,12.50%,4,0.79%,0,0.00%,46.85,27.86,3.49,74.47,18.72,54.06,157.25,0.09
26-Jun-21,NWAS,732,76.25%,57.14%,164,12.80%,18,1.41%,4,0.31%,128.03,34.27,5.46,161.73,19.15,30.98,408.86,0.1
26-Jun-21,SCAS,389,89.18%,47.21%,86,10.44%,25,3.03%,7,0.85%,81.71,34.4,12.19,163.42,18.79,32.4,258.01,0.1
26-Jun-21,SECAmb,542,92.40%,48.96%,89,8.04%,19,1.72%,7,0.63%,88.65,30.8,9.45,180.42,17.7,29.68,326.53,0.08
26-Jun-21,SWAS,615,100.00%,44.76%,278,20.23%,144,10.48%,95,6.91%,396.64,297.84,200.08,341.07,28.69,62.38,657.04,0.29
26-Jun-21,WMAS,863,91.73%,53.30%,225,13.90%,68,4.20%,27,1.67%,208.19,94.33,30.98,169,20.84,36.76,562.35,0.13
26-Jun-21,YAS,381,79.27%,41.50%,141,15.36%,39,4.25%,11,1.20%,117.4,57.56,18.85,224.93,18.6,36.41,284.54,0.13
27-Jun-21,EEAST,827,94.38%,60.01%,203,14.73%,44,3.19%,14,1.02%,188.91,83.4,36.84,329.3,21.79,40.57,500.4,0.14
27-Jun-21,EMAS,737,100.00%,61.47%,182,15.18%,39,3.25%,14,1.17%,425.2,114.04,29.26,319.52,21.65,37.66,432.6,0.35
27-Jun-21,IOW,5,97.37%,13.51%,0,0.00%,0,0.00%,0,0.00%,0.36,0,0,23.78,11.37,16.72,7.01,0.01
27-Jun-21,LAS,989,88.47%,59.15%,177,10.59%,4,0.24%,4,0.24%,150.34,21.77,0.76,93.33,18.7,27.85,521.13,0.09
27-Jun-21,NEAS,278,75.00%,57.92%,52,10.83%,4,0.83%,1,0.21%,42.07,21.29,3.93,107.27,18.62,54.82,149,0.09
27-Jun-21,NWAS,714,76.56%,54.50%,161,12.29%,25,1.91%,11,0.84%,139.38,48.02,14.02,211.02,19.5,34.13,425.74,0.11
27-Jun-21,SCAS,278,89.11%,35.78%,65,8.37%,31,3.99%,17,2.19%,71.74,39.41,18.38,149.57,17.65,34.09,228.63,0.09
27-Jun-21,SECAmb,530,93.90%,48.53%,90,8.24%,17,1.56%,3,0.27%,83.82,27.15,5.18,130.93,17.71,28.4,322.4,0.08
27-Jun-21,SWAS,663,100.00%,45.35%,331,22.64%,160,10.94%,87,5.95%,385.46,272.87,160.19,298,27.15,68.15,661.63,0.26
27-Jun-21,WMAS,857,91.85%,51.38%,189,11.33%,63,3.78%,32,1.92%,200.1,96.06,42.86,194.85,20.21,35.67,561.92,0.12
27-Jun-21,YAS,388,78.42%,40.76%,127,13.34%,19,2.00%,2,0.21%,88.56,31.4,4.43,102.72,16.3,31.7,258.63,0.09
28-Jun-21,EEAST,952,90.52%,70.73%,367,27.27%,145,10.77%,70,5.20%,363.26,214.04,98.74,216.28,30.11,60.64,675.47,0.27
28-Jun-21,EMAS,858,100.00%,67.99%,298,23.61%,89,7.05%,28,2.22%,546.04,208.25,61.94,177.15,25.7,46.16,540.63,0.43
28-Jun-21,IOW,6,96.43%,11.11%,0,0.00%,0,0.00%,0,0.00%,0.42,0,0,26.53,10.95,15.2,9.85,0.01
28-Jun-21,LAS,"1,163",89.70%,65.48%,380,21.40%,59,3.32%,59,3.32%,294.97,120.29,41.7,234.73,23.45,40.14,693.98,0.17
28-Jun-21,NEAS,275,72.41%,59.52%,69,14.94%,18,3.90%,7,1.52%,62.84,44.74,21.42,139.55,21.49,62.34,165.48,0.14
28-Jun-21,NWAS,784,76.33%,58.73%,276,20.67%,86,6.44%,37,2.77%,261.7,145.33,69.39,419.03,25,51.33,556.24,0.2
28-Jun-21,SCAS,395,87.76%,46.69%,131,15.48%,76,8.98%,51,6.03%,176.33,120.06,71.26,215.12,25.11,54.73,354.11,0.21
28-Jun-21,SECAmb,689,92.52%,57.42%,177,14.75%,67,5.58%,40,3.33%,197.5,108.6,56.41,323.08,23.3,43.17,466,0.16
28-Jun-21,SWAS,743,100.00%,50.65%,404,27.54%,230,15.68%,155,10.57%,550.43,414.17,264.55,342.37,34.12,84.49,834.29,0.38
28-Jun-21,WMAS,"1,033",88.98%,58.93%,368,20.99%,133,7.59%,61,3.48%,332.99,183.83,72.96,191.73,24.71,48.34,721.93,0.19
28-Jun-21,YAS,420,76.48%,43.80%,161,16.79%,61,6.36%,28,2.92%,146.29,82.16,33.66,173.92,19.97,44.54,319.23,0.15
29-Jun-21,EEAST,907,91.56%,66.35%,264,19.31%,82,6.00%,40,2.93%,263.33,136,66.65,243.45,25.33,50.18,577.12,0.19
29-Jun-21,EMAS,808,100.00%,61.49%,221,16.82%,29,2.21%,16,1.22%,443.75,125.88,26.38,179.32,21.33,34.96,467.09,0.34
29-Jun-21,IOW,5,98.18%,9.26%,0,0.00%,0,0.00%,0,0.00%,0.29,0,0,21.72,10.79,14.75,9.72,0.01
29-Jun-21,LAS,"1,163",88.29%,69.19%,359,21.36%,63,3.75%,63,3.75%,294.76,124.31,43.43,258.88,24.22,40.68,678.44,0.18
29-Jun-21,NEAS,265,75.33%,57.48%,70,15.18%,5,1.08%,1,0.22%,51.8,33.46,4.7,105.27,19.89,58.84,152.81,0.11
29-Jun-21,NWAS,814,77.87%,60.39%,264,19.58%,85,6.31%,50,3.71%,256.94,134.51,62.81,208.37,24.7,46.3,554.98,0.19
29-Jun-21,SCAS,352,89.23%,40.84%,67,7.77%,17,1.97%,2,0.23%,61.14,19.71,3.36,93.2,16.85,29.72,242.06,0.07
